"COL0","COL1","COL2","COL3"
"24660801",445.00,41344.00,84224.00
"24660802",584.00,32448.00,87552.00
"24660803",410.00,0.00,82304.00
"24660804",604.00,40832.00,82176.00
"24660805",464.00,20672.00,51008.00
"24660806",533.00,40192.00,87296.00
"24660807",609.00,27648.00,66816.00
"24660808",332.00,40576.00,83712.00
"24660809",529.00,25344.00,74368.00
"24660810",469.00,34176.00,105984.00
"24660812",1295.00,28736.00,68864.00
"24660813",621.00,23488.00,49664.00
"24660814",610.00,25248.00,62464.00
"24660815",511.00,27840.00,51520.00
"24660816",777.00,20736.00,49707.00
"24660818",682.00,22976.00,48811.00
"24660820",514.00,43904.00,120064.00
"24660821",542.00,33856.00,103936.00
"24660822",361.00,18464.00,35072.00
"24660823",586.00,25024.00,46848.00
"24660824",883.00,20704.00,38528.00
"24660825",552.00,22592.00,96512.00
"24660826",470.00,31616.00,92416.00
"24660827",678.00,37376.00,79445.00
"24660828",583.00,34560.00,91392.00
"24660829",589.00,35968.00,126208.00
"24660830",577.00,44160.00,123136.00
"24660832",411.00,42880.00,131243.00
"24660833",403.00,32896.00,118016.00
"24660834",588.00,35008.00,75520.00
"24660835",725.00,24128.00,51072.00
"24660836",478.00,28992.00,63488.00
"24660837",654.00,28480.00,75392.00
"24660838",604.00,34560.00,70400.00
"24660839",733.00,25504.00,61312.00
"24660840",672.00,26368.00,62592.00
"24660841",665.00,22592.00,57600.00
"24660842",651.00,24256.00,56448.00
"24660843",283.00,30912.00,58496.00
"24660844",579.00,18624.00,46464.00
"24660845",530.00,19520.00,47424.00
"24660846",667.00,28128.00,64064.00
"24660847",587.00,22720.00,41600.00
"24660848",433.00,18304.00,43904.00
"24660849",576.00,23445.00,48811.00
"24660850",428.00,28832.00,48640.00
"24660851",521.00,0.00,99584.00
"24660852",552.00,26624.00,50859.00
"24660853",562.00,26176.00,76800.00
"24660854",837.00,40576.00,111872.00
"24660855",481.00,0.00,142592.00
"24660856",964.00,22976.00,49536.00
"24660857",637.00,0.00,106752.00
"24660858",464.00,36224.00,85504.00
"24660859",670.00,25643.00,54208.00
"24660860",769.00,28352.00,49920.00
"24660861",955.00,23744.00,45952.00
"24660862",488.00,27456.00,50176.00
"24660863",589.00,22912.00,43520.00
"24660864",914.00,26144.00,49195.00
"24660865",1090.00,22848.00,56160.00
"24660866",955.00,29120.00,56512.00
"24660868",603.00,32064.00,81664.00
"24660869",309.00,24256.00,60736.00
"24660870",420.00,21952.00,52864.00
"24660871",615.00,19968.00,37760.00
"24660872",743.00,21408.00,42112.00
"24660874",524.00,24576.00,70272.00
"24660876",526.00,32192.00,57472.00
"24660877",442.00,26944.00,57408.00
"24660878",239.00,,
"24660879",499.00,26816.00,55680.00
"24660880",584.00,26464.00,65621.00
"24660881",286.00,27328.00,59392.00
"24660882",426.00,25536.00,65152.00
"24660883",678.00,30101.00,62336.00
"24660884",639.00,24384.00,57344.00
"24660885",590.00,26944.00,53696.00
"24660886",936.00,24672.00,47403.00
"24660887",423.00,27200.00,58752.00
"24660888",433.00,25856.00,54016.00
"24660889",397.00,28480.00,59264.00
"24660890",572.00,24192.00,58816.00
"24660891",444.00,25600.00,62496.00
"24660892",542.00,26432.00,64896.00
"24660893",482.00,26176.00,73984.00
"24660894",747.00,25920.00,58496.00
"24660895",471.00,26048.00,61440.00
"24660896",421.00,27072.00,55040.00
"24660897",654.00,32192.00,56832.00
"24660898",267.00,26880.00,57984.00
"24660899",485.00,26496.00,55680.00
"24660900",616.00,30272.00,65792.00
"24660901",512.00,29632.00,53632.00
"24660902",514.00,25003.00,52480.00
"24660903",440.00,23872.00,61824.00
"24660904",388.00,22400.00,57600.00
"24660905",705.00,26112.00,59264.00
"24660906",396.00,26368.00,63275.00
"24660907",297.00,21952.00,51712.00
"24660908",741.00,28736.00,53120.00
"24660909",462.00,24768.00,57728.00
"24660910",466.00,23488.00,65024.00
"24660911",441.00,30848.00,54592.00
"24660912",533.00,24896.00,52608.00
"24660913",379.00,29440.00,68864.00
"24660914",315.00,26944.00,47744.00
"24660915",791.00,27072.00,54656.00
"24660916",443.00,28928.00,57984.00
"24660917",452.00,29696.00,56576.00
"24660918",470.00,27968.00,53888.00
"24660919",510.00,30656.00,63232.00
"24660920",405.00,22144.00,51584.00
"24660921",666.00,17600.00,42283.00
"24660922",571.00,18848.00,42624.00
"24660923",703.00,18624.00,44704.00
"24660924",395.00,30400.00,67072.00
"24660925",620.00,25920.00,48384.00
"24660926",678.00,30784.00,57472.00
"24660927",622.00,31552.00,64320.00
"24660928",409.00,31392.00,70912.00
"24660929",615.00,32512.00,63296.00
"24660930",330.00,27712.00,78592.00
"24660931",502.00,27072.00,63360.00
"24660932",394.00,28672.00,72704.00
"24660933",429.00,28352.00,64512.00
"24660934",443.00,27072.00,64128.00
"24660935",599.00,27648.00,46720.00
"24660936",430.00,31296.00,55296.00
"24660937",398.00,32064.00,61824.00
"24660938",546.00,29568.00,68480.00
"24660939",373.00,25984.00,59264.00
"24660940",623.00,23424.00,46165.00
"24660941",339.00,26816.00,55936.00
"24660942",726.00,17632.00,45269.00
"24660943",330.00,27200.00,52864.00
"24660944",561.00,30496.00,61376.00
"24660945",403.00,35776.00,62592.00
"24660946",544.00,36181.00,62848.00
"24660947",412.00,33920.00,66304.00
"24660948",698.00,24512.00,56704.00
"24660949",881.00,29088.00,57984.00
"24660950",572.00,30912.00,59520.00
"24660951",499.00,26816.00,60544.00
"24660952",777.00,20800.00,42624.00
"24660953",459.00,30528.00,74752.00
"24660954",499.00,28640.00,74240.00
"24660955",481.00,27840.00,59136.00
"24660956",541.00,32192.00,68224.00
"24660957",382.00,25536.00,62784.00
"24660958",503.00,35456.00,60544.00
"24660959",526.00,38016.00,70912.00
"24660960",450.00,33152.00,65792.00
"24660961",528.00,24896.00,67328.00
"24660962",465.00,35968.00,74496.00
"24660963",456.00,26672.00,52864.00
"24660964",557.00,33024.00,91136.00
"24660965",429.00,34848.00,68352.00
"24660966",624.00,36352.00,81792.00
"24660967",770.00,34240.00,71808.00
"24660968",1006.00,18960.00,69120.00
"24660969",637.00,29760.00,62528.00
"24660970",525.00,28160.00,57472.00
"24660971",422.00,28864.00,68608.00
"24660972",297.00,33216.00,52928.00
"24660973",394.00,32640.00,58496.00
"24660974",338.00,31168.00,55680.00
"24660975",635.00,33664.00,55936.00
"24660976",474.00,25237.00,42837.00
"24660977",537.00,28096.00,57088.00
"24660978",507.00,27072.00,62592.00
"24660979",522.00,31040.00,62080.00
"24660980",403.00,30016.00,60800.00
"24660981",952.00,27840.00,63232.00
"24660982",421.00,24384.00,50304.00
"24660983",691.00,28704.00,56832.00
"24660984",337.00,0.00,93952.00
"24660985",435.00,44288.00,105088.00
"24660986",417.00,28736.00,62336.00
"24660987",428.00,24832.00,67456.00
"24660988",349.00,31168.00,58112.00
"24660989",338.00,27872.00,73600.00
"24660990",608.00,27872.00,59776.00
"24660991",705.00,31296.00,64341.00
"24660992",745.00,25152.00,66304.00
"24660993",522.00,35776.00,60800.00
"24660994",538.00,36736.00,62037.00
"24660995",290.00,33664.00,75947.00
"24660997",962.00,25920.00,51072.00
"24660998",674.00,24288.00,49536.00
"24660999",546.00,29632.00,58667.00
"24661000",491.00,30272.00,60352.00
"24661001",571.00,25248.00,50432.00
"24661002",795.00,29920.00,53888.00
"24661003",565.00,25088.00,55808.00
"24661004",554.00,27819.00,56576.00
"24661005",472.00,22144.00,47488.00
"24661006",301.00,29856.00,52608.00
"24661007",510.00,28480.00,57344.00
"24661008",388.00,24832.00,49024.00
"24661009",624.00,25216.00,59424.00
"24661010",605.00,24576.00,64192.00
"24661011",451.00,26176.00,70400.00
"24661012",570.00,18432.00,64032.00
"24661013",635.00,33024.00,56064.00
"24661014",630.00,27904.00,56960.00
"24661015",314.00,25792.00,50432.00
"24661016",624.00,27712.00,58944.00
"24661017",709.00,28352.00,44864.00
"24661018",755.00,31968.00,59520.00
"24661019",557.00,26560.00,60544.00
"24661020",613.00,26496.00,54976.00
"24661021",279.00,25792.00,56448.00
"24661022",394.00,28096.00,62080.00
"24661023",482.00,30272.00,59520.00
"24661024",497.00,24224.00,65280.00
"24661025",531.00,30144.00,59968.00
"24661026",705.00,33408.00,60288.00
"24661027",607.00,18464.00,46720.00
"24661028",484.00,23296.00,60352.00
"24661029",473.00,31040.00,52096.00
"24661030",888.00,19840.00,44288.00
"24661031",425.00,24384.00,54464.00
"24661032",759.00,36928.00,50048.00
"24661033",377.00,24512.00,51008.00
"24661034",614.00,21824.00,56512.00
"24661035",473.00,24128.00,46720.00
"24661036",504.00,23360.00,51840.00
"24661037",449.00,25568.00,52992.00
"24661038",413.00,26752.00,57472.00
"24661039",418.00,23616.00,49280.00
"24661040",523.00,24384.00,62528.00
"24661041",575.00,28288.00,59051.00
"24661042",550.00,25920.00,54016.00
"24661043",773.00,31168.00,58325.00
"24661044",580.00,25792.00,60032.00
"24661045",529.00,26816.00,61568.00
"24661046",383.00,29504.00,54869.00
"24661047",751.00,28565.00,56320.00
"24661048",1477.00,29472.00,58581.00
"24661049",437.00,25312.00,47104.00
"24661050",568.00,27328.00,57472.00
"24661051",534.00,18368.00,56704.00
"24661052",507.00,27051.00,60288.00
"24661053",546.00,27456.00,56704.00
"24661054",747.00,37952.00,72704.00
"24661055",1235.00,44928.00,88448.00
"24661058",663.00,26048.00,50240.00
"24661059",397.00,26069.00,53568.00
"24661060",674.00,30656.00,59904.00
"24661062",966.00,36096.00,63872.00
"24661063",547.00,35840.00,55616.00
"24661066",454.00,40960.00,71424.00
"24661067",397.00,47232.00,158208.00
"24661068",630.00,48256.00,124160.00
"24661069",666.00,49344.00,106752.00
"24661070",588.00,49920.00,165376.00
"24661071",418.00,44416.00,147968.00
"24661072",525.00,100608.00,242176.00
"24661073",630.00,35072.00,117760.00
"24661080",1329.00,12640.00,20480.00
"24661081",643.00,20459.00,37376.00
"24661082",846.00,16480.00,22304.00
"24661083",406.00,25408.00,39232.00
"24661084",657.00,16683.00,31424.00
"24661086",130.00,,
"24661087",599.00,16224.00,31040.00
"24661093",432.00,23488.00,39552.00
"24661094",920.00,12992.00,25408.00
"24661099",373.00,38784.00,96768.00
"24661100",712.00,38016.00,68736.00
"24661102",909.00,52608.00,134656.00
"24661103",485.00,22336.00,63104.00
"24661104",1446.00,13280.00,35776.00
"24661105",317.00,21696.00,30656.00
"24661106",1134.00,11712.00,38272.00
"24661108",673.00,36608.00,94080.00
"24661109",562.00,18368.00,43968.00
"24661110",587.00,39296.00,67328.00
"24661111",576.00,12510.00,35904.00
"24661113",722.00,20416.00,44672.00
"24661114",610.00,30720.00,59904.00
"24661116",562.00,24512.00,49280.00
"24661117",588.00,20192.00,56320.00
"24661118",514.00,14432.00,43904.00
"24661119",815.00,52608.00,80384.00
"24661120",854.00,53888.00,112640.00
"24661121",549.00,45888.00,79616.00
"24661122",693.00,17451.00,41301.00
"24661123",574.00,13056.00,43648.00
"24661124",1244.00,32512.00,82176.00
"24661125",974.00,38272.00,68096.00
"24661126",648.00,22976.00,57664.00
"24661127",704.00,24000.00,57600.00
"24661128",610.00,28096.00,58240.00
"24661129",723.00,26432.00,52565.00
"24661130",526.00,33856.00,53888.00
"24661131",492.00,22592.00,59968.00
"24661132",489.00,24896.00,67840.00
"24661133",375.00,33344.00,60544.00
"24661134",487.00,28992.00,54784.00
"24661135",781.00,29120.00,63360.00
"24661136",577.00,31168.00,75520.00
"24661137",651.00,31008.00,53632.00
"24661138",572.00,39488.00,66048.00
"24661139",519.00,28288.00,60992.00
"24661140",549.00,33152.00,56320.00
"24661141",505.00,28736.00,52352.00
"24661142",358.00,33056.00,58496.00
"24661143",493.00,24640.00,55040.00
"24661144",751.00,28224.00,52032.00
"24661145",304.00,30720.00,52864.00
"24661146",666.00,28640.00,51499.00
"24661147",646.00,23200.00,52096.00
"24661148",478.00,23744.00,46976.00
"24661149",586.00,23552.00,49664.00
"24661150",557.00,22592.00,47573.00
"24661151",349.00,31520.00,64896.00
"24661152",540.00,32000.00,56576.00
"24661153",514.00,22848.00,55424.00
"24661154",430.00,26688.00,51328.00
"24661155",469.00,29525.00,45696.00
"24661156",500.00,26688.00,50944.00
"24661157",423.00,31360.00,45184.00
"24661158",435.00,25984.00,51072.00
"24661159",385.00,28544.00,53952.00
"24661160",437.00,26176.00,59776.00
"24661161",365.00,23872.00,67840.00
"24661162",649.00,25344.00,60480.00
"24661163",691.00,30656.00,51904.00
"24661164",487.00,18283.00,51968.00
"24661165",552.00,36224.00,70784.00
"24661166",630.00,32384.00,70656.00
"24661167",433.00,27456.00,56896.00
"24661168",389.00,29248.00,57280.00
"24661169",750.00,32320.00,63232.00
"24661170",546.00,35008.00,51328.00
"24661171",576.00,25920.00,56832.00
"24661172",653.00,30784.00,60288.00
"24661173",397.00,30784.00,63616.00
"24661174",551.00,33067.00,49536.00
"24661175",450.00,33664.00,53184.00
"24661176",472.00,29056.00,45664.00
"24661177",467.00,32704.00,47488.00
"24661178",356.00,29248.00,49792.00
"24661179",988.00,28928.00,61632.00
"24661180",773.00,17648.00,43392.00
"24661181",611.00,22144.00,54528.00
"24661182",456.00,31616.00,54912.00
"24661183",745.00,21696.00,58240.00
"24661184",600.00,34048.00,54400.00
"24661185",490.00,26688.00,46400.00
"24661187",573.00,34432.00,64640.00
"24661189",740.00,30400.00,69376.00
"24661190",624.00,33856.00,63680.00
"24661191",528.00,27840.00,64960.00
"24661192",627.00,35456.00,59264.00
"24661193",332.00,24480.00,51797.00
"24661194",661.00,34688.00,71680.00
"24661195",557.00,32256.00,77056.00
"24661196",682.00,37120.00,70315.00
"24661197",563.00,35712.00,60544.00
"24661198",521.00,29120.00,66560.00
"24661199",531.00,28992.00,59776.00
"24661200",566.00,31232.00,64896.00
"24661201",580.00,30304.00,58688.00
"24661202",449.00,34880.00,68352.00
"24661203",871.00,33472.00,67904.00
"24661204",254.00,34176.00,74240.00
"24661205",667.00,26048.00,57600.00
"24661206",520.00,22464.00,65621.00
"24661207",502.00,27968.00,57984.00
"24661208",240.00,,
"24661209",691.00,30272.00,70784.00
"24661210",366.00,27840.00,61824.00
"24661211",323.00,25696.00,67328.00
"24661212",4669.00,44160.00,103936.00
"24661213",523.00,18432.00,47872.00
"24661214",647.00,30528.00,53888.00
"24661215",686.00,29536.00,52651.00
"24661216",370.00,30912.00,46976.00
"24661217",365.00,24640.00,57024.00
"24661218",437.00,37248.00,48128.00
"24661219",342.00,29248.00,58944.00
"24661220",366.00,25664.00,53312.00
"24661221",423.00,24368.00,59392.00
"24661222",1013.00,38118.00,73472.00
"24661223",989.00,22720.00,55680.00
"24661224",1283.00,52608.00,90112.00
"24661225",276.00,45184.00,88832.00
"24661226",811.00,56704.00,100480.00
"24661227",1477.00,67200.00,116992.00
"24661228",502.00,50496.00,113920.00
"24661229",1167.00,32107.00,51520.00
"24661230",1101.00,37990.00,89344.00
"24661231",364.00,0.00,162560.00
"24661232",1304.00,35264.00,53888.00
"24661233",745.00,37248.00,57216.00
"24661234",395.00,43008.00,99072.00
"24661237",91.00,,
"24661240",2392.00,50517.00,89771.00
"24661241",310.00,64768.00,135680.00
"24661242",600.00,32171.00,52352.00
"24661243",680.00,17424.00,33536.00
"24661244",533.00,30432.00,58112.00
"24661245",467.00,30912.00,66304.00
"24661246",524.00,36480.00,68352.00
"24661247",420.00,18368.00,64768.00
"24661248",361.00,18304.00,50816.00
"24661249",572.00,27819.00,64640.00
"24661250",669.00,28992.00,55680.00
"24661251",626.00,21568.00,56960.00
"24661252",1222.00,27392.00,74342.00
"24661255",558.00,48469.00,121088.00
"24661256",1080.00,45056.00,90240.00
"24661257",787.00,43840.00,103936.00
"24661258",315.00,,
"24661259",344.00,18074.00,41856.00
"24661260",1302.00,26176.00,48064.00
"24661261",779.00,27200.00,62080.00
"24661262",872.00,36224.00,76288.00
"24661263",264.00,17984.00,29760.00
"24661264",982.00,17600.00,38848.00
"24661265",512.00,40064.00,63616.00
"24661269",494.00,21984.00,45056.00
"24661270",637.00,19648.00,48000.00
"24661271",443.00,24832.00,35456.00
"24661272",847.00,20384.00,38400.00
"24661273",618.00,25152.00,37760.00
"24661276",663.00,23360.00,37376.00
"24661277",585.00,22912.00,39168.00
"24661278",616.00,11046.00,31296.00
"24661279",398.00,13792.00,31168.00
"24661280",682.00,13312.00,29120.00
"24661281",762.00,14816.00,22336.00
"24661282",395.00,12560.00,28224.00
"24661283",2492.00,37043.00,69547.00
"24661284",253.00,,
"24661285",572.00,15968.00,32384.00
"24661286",425.00,21376.00,40704.00
"24661299",894.00,,
"24661300",327.00,36096.00,65152.00
"24661301",617.00,14112.00,51584.00
"24661302",545.00,61312.00,118656.00
"24661303",581.00,26048.00,70912.00
"24661304",296.00,32192.00,49792.00
"24661305",432.00,21760.00,43264.00
"24661306",450.00,18880.00,43520.00
"24661308",808.00,21824.00,43008.00
"24661309",427.00,17472.00,50048.00
"24661310",304.00,20672.00,40384.00
"24661311",470.00,17691.00,40704.00
"24661312",445.00,17479.00,43520.00
"24661313",591.00,17216.00,38784.00
"24661314",778.00,19392.00,43776.00
"24661315",658.00,21461.00,42112.00
"24661316",872.00,12541.00,38272.00
"24661317",487.00,22464.00,48128.00
"24661318",284.00,22208.00,46464.00
"24661319",554.00,17472.00,45440.00
"24661320",691.00,17216.00,48768.00
"24661321",479.00,19968.00,43904.00
"24661322",461.00,22400.00,59008.00
"24661323",689.00,21120.00,50304.00
"24661324",439.00,23616.00,55232.00
"24661325",346.00,22037.00,45440.00
"24661326",298.00,22208.00,42880.00
"24661327",463.00,19296.00,46464.00
"24661328",849.00,19456.00,39552.00
"24661329",651.00,22400.00,41600.00
"24661330",502.00,22400.00,40576.00
"24661331",339.00,17835.00,48939.00
"24661332",604.00,20736.00,49067.00
"24661333",491.00,20736.00,51328.00
"24661334",107.00,,
"24661335",495.00,28224.00,49536.00
"24661336",617.00,16192.00,29248.00
"24661337",482.00,39936.00,90368.00
"24661338",537.00,24405.00,51712.00
"24661339",980.00,22336.00,47872.00
"24661340",707.00,21824.00,50133.00
"24661341",271.00,27808.00,54400.00
"24661342",455.00,19264.00,36864.00
"24661343",1102.00,19136.00,42624.00
"24661344",370.00,36224.00,89344.00
"24661345",313.00,35712.00,90624.00
"24661346",752.00,23232.00,72448.00
"24661347",344.00,0.00,81152.00
"24661348",418.00,38016.00,91904.00
"24661349",409.00,68992.00,148992.00
"24661350",419.00,59264.00,153088.00
"24661351",1455.00,50432.00,92160.00
"24661352",660.00,43136.00,78592.00
"24661353",536.00,39552.00,82176.00
"24661354",582.00,37888.00,79616.00
"24661355",606.00,45184.00,99328.00
"24661356",536.00,36736.00,96000.00
"24661357",526.00,41472.00,79872.00
"24661358",554.00,41088.00,77696.00
"24661359",638.00,42624.00,75392.00
"24661360",453.00,43904.00,74496.00
"24661361",632.00,36352.00,83456.00
"24661362",803.00,44928.00,76544.00
"24661363",487.00,41472.00,86272.00
"24661364",768.00,38528.00,56363.00
"24661365",592.00,37760.00,66816.00
"24661366",695.00,25664.00,73472.00
"24661367",994.00,24640.00,54400.00
"24661368",777.00,24320.00,60416.00
"24661369",613.00,26784.00,62848.00
"24661370",607.00,27968.00,58624.00
"24661371",552.00,31296.00,56960.00
"24661372",398.00,29632.00,81152.00
"24661373",422.00,29888.00,64384.00
"24661374",267.00,18240.00,57216.00
"24661375",905.00,22315.00,63424.00
"24661376",561.00,24128.00,51200.00
"24661377",389.00,21248.00,59264.00
"24661378",543.00,27776.00,68352.00
"24661379",506.00,30528.00,74496.00
"24661380",440.00,35648.00,72448.00
"24661381",680.00,28608.00,65877.00
"24661382",669.00,32512.00,63104.00
"24661383",1039.00,27456.00,57152.00
"24661384",712.00,32288.00,75264.00
"24661385",617.00,68096.00,117760.00
"24661386",390.00,26112.00,128768.00
"24661387",446.00,51840.00,94208.00
"24661388",442.00,38272.00,73216.00
"24661389",422.00,22496.00,64896.00
"24661390",429.00,25472.00,58752.00
"24661391",496.00,29632.00,64640.00
"24661392",452.00,33664.00,72192.00
"24661393",362.00,32960.00,71936.00
"24661394",695.00,29632.00,59776.00
"24661395",464.00,34688.00,116992.00
"24661396",595.00,31936.00,98944.00
"24661397",399.00,52224.00,138752.00
"24661398",489.00,43648.00,117419.00
"24661399",440.00,64128.00,168960.00
"24661400",413.00,0.00,182784.00
"24661401",452.00,36224.00,75392.00
"24661402",1417.00,51840.00,95488.00
"24661405",1311.00,28352.00,57344.00
"24661407",653.00,41152.00,130304.00
"24661408",439.00,30528.00,60736.00
"24661409",528.00,57984.00,208384.00
"24661410",480.00,16288.00,30272.00
"24661411",505.00,0.00,176640.00
"24661412",234.00,,
"24661413",656.00,72704.00,183040.00
"24661414",522.00,44544.00,84309.00
"24661415",830.00,40491.00,71339.00
"24661416",513.00,34944.00,70656.00
"24661417",624.00,26432.00,70400.00
"24661418",326.00,38400.00,74752.00
"24661419",462.00,26944.00,61888.00
"24661420",403.00,29909.00,68224.00
"24661421",451.00,29280.00,63680.00
"24661422",564.00,35840.00,60672.00
"24661423",666.00,22048.00,52096.00
"24661424",523.00,29056.00,66304.00
"24661425",745.00,32512.00,61440.00
"24661426",492.00,26208.00,61312.00
"24661427",556.00,34048.00,66432.00
"24661428",481.00,27328.00,58752.00
"24661429",490.00,32768.00,67328.00
"24661430",420.00,42112.00,66816.00
"24661431",612.00,38272.00,64768.00
"24661432",573.00,32448.00,79616.00
"24661433",502.00,,
"24661434",947.00,32448.00,79872.00
"24661435",625.00,32896.00,72192.00
"24661436",624.00,18592.00,61888.00
"24661437",855.00,22336.00,61280.00
"24661438",626.00,26944.00,69888.00
"24661439",438.00,31968.00,62336.00
"24661440",532.00,21589.00,53376.00
"24661441",1059.00,32256.00,79360.00
"24661442",1015.00,27285.00,74752.00
"24661443",571.00,44288.00,75776.00
"24661444",1445.00,27520.00,65024.00
"24661445",425.00,26144.00,55979.00
"24661446",560.00,29728.00,67712.00
"24661447",913.00,21792.00,62464.00
"24661448",491.00,30656.00,59947.00
"24661449",476.00,26496.00,50048.00
"24661450",425.00,35200.00,70997.00
"24661451",393.00,31040.00,61312.00
"24661452",382.00,20224.00,65792.00
"24661453",776.00,25792.00,61184.00
"24661454",604.00,30816.00,63232.00
"24661455",378.00,30688.00,63360.00
"24661456",605.00,29088.00,60288.00
"24661457",649.00,27072.00,61952.00
"24661458",367.00,32533.00,57472.00
"24661459",356.00,30400.00,64768.00
"24661460",297.00,32160.00,56320.00
"24661461",609.00,26816.00,65280.00
"24661462",483.00,18240.00,60288.00
"24661463",760.00,29760.00,69504.00
"24661464",612.00,19072.00,67584.00
"24661465",355.00,27968.00,70016.00
"24661466",481.00,31840.00,53056.00
"24661467",717.00,26688.00,71040.00
"24661468",616.00,36672.00,76416.00
"24661469",462.00,27200.00,62080.00
"24661470",372.00,34688.00,67072.00
"24661471",395.00,29227.00,68352.00
"24661472",394.00,30784.00,72832.00
"24661473",336.00,37824.00,71552.00
"24661474",364.00,30336.00,54144.00
"24661475",338.00,28928.00,59328.00
"24661476",341.00,25920.00,51648.00
"24661477",723.00,18944.00,55339.00
"24661478",443.00,29216.00,59221.00
"24661479",685.00,25792.00,56960.00
"24661480",582.00,25856.00,60160.00
"24661481",625.00,22848.00,62464.00
"24661482",721.00,23904.00,50496.00
"24661483",549.00,29376.00,59136.00
"24661484",594.00,25056.00,61824.00
"24661485",443.00,27456.00,44501.00
"24661486",513.00,20331.00,44992.00
"24661487",609.00,24576.00,59328.00
"24661488",479.00,26432.00,61632.00
"24661489",629.00,28672.00,63744.00
"24661490",593.00,22605.00,54016.00
"24661491",622.00,24000.00,64128.00
"24661492",448.00,28416.00,48128.00
"24661493",725.00,23573.00,49963.00
"24661494",742.00,20800.00,47552.00
"24661495",422.00,22251.00,49024.00
"24661496",338.00,27264.00,62080.00
"24661497",330.00,23616.00,61568.00
"24661498",346.00,28992.00,53120.00
"24661499",582.00,26688.00,52864.00
"24661500",523.00,26688.00,63360.00
"24661501",506.00,28224.00,65152.00
"24661502",464.00,24640.00,64555.00
"24661503",460.00,18155.00,50432.00
"24661504",550.00,23136.00,49792.00
"24661505",450.00,27808.00,59392.00
"24661506",715.00,25920.00,57984.00
"24661507",561.00,32384.00,68480.00
"24661508",437.00,33984.00,59008.00
"24661509",590.00,31296.00,62592.00
"24661510",529.00,35648.00,67712.00
"24661513",529.00,32064.00,52864.00
"24661514",510.00,27456.00,65792.00
"24661515",456.00,30400.00,60224.00
"24661516",575.00,31040.00,63616.00
"24661517",523.00,28224.00,53376.00
"24661518",582.00,30272.00,71872.00
"24661519",596.00,35712.00,66560.00
"24661520",957.00,39936.00,75136.00
"24661521",1620.00,43733.00,87808.00
"24661522",897.00,22784.00,44715.00
"24661523",453.00,17389.00,37760.00
"24661524",322.00,19840.00,39808.00
"24661525",525.00,17664.00,45248.00
"24661526",376.00,24256.00,46080.00
"24661527",397.00,17952.00,47488.00
"24661528",472.00,17248.00,43200.00
"24661529",386.00,17856.00,43136.00
"24661530",518.00,18816.00,43264.00
"24661531",582.00,18688.00,39936.00
"24661532",581.00,47744.00,99072.00
"24661533",816.00,19392.00,47680.00
"24661534",415.00,20331.00,47744.00
"24661535",511.00,19808.00,48981.00
"24661536",488.00,19136.00,45397.00
"24661537",502.00,20288.00,42368.00
"24661538",426.00,18880.00,41728.00
"24661539",563.00,18384.00,38784.00
"24661540",604.00,18592.00,42496.00
"24661541",488.00,18112.00,44288.00
"24661542",343.00,17664.00,45696.00
"24661543",381.00,22528.00,43200.00
"24661544",370.00,18592.00,44928.00
"24661545",613.00,21024.00,44800.00
"24661546",488.00,22976.00,48576.00
"24661547",600.00,20800.00,42880.00
"24661548",577.00,19392.00,48768.00
"24661549",577.00,21056.00,47232.00
"24661550",362.00,18368.00,52352.00
"24661551",505.00,17525.00,51840.00
"24661554",330.00,24896.00,46720.00
"24661555",686.00,22400.00,42880.00
"24661556",594.00,19904.00,52907.00
"24661557",438.00,20320.00,46464.00
"24661558",339.00,20800.00,46976.00
"24661559",390.00,22208.00,45568.00
"24661560",570.00,23232.00,52608.00
"24661561",346.00,21312.00,48384.00
"24661562",513.00,20032.00,46720.00
"24661563",716.00,19776.00,41856.00
"24661564",908.00,19264.00,40789.00
"24661566",754.00,20736.00,42496.00
"24661567",417.00,0.00,139776.00
"24661568",434.00,88320.00,190976.00
"24661569",421.00,0.00,163328.00
"24661570",402.00,0.00,193280.00
"24661571",486.00,0.00,163072.00
"24661572",602.00,33344.00,60480.00
"24661573",1284.00,45248.00,106240.00
"24661574",571.00,44288.00,148992.00
"24661575",706.00,41344.00,103296.00
"24661576",600.00,54912.00,103168.00
"24661577",617.00,44416.00,126208.00
"24661578",525.00,41600.00,139776.00
"24661579",765.00,39808.00,64128.00
"24661580",623.00,32576.00,61568.00
"24661581",586.00,38080.00,80640.00
"24661582",439.00,0.00,235008.00
"24661583",467.00,63744.00,164864.00
"24661584",401.00,0.00,186880.00
"24661585",600.00,34880.00,129707.00
"24661586",482.00,0.00,179200.00
"24661587",630.00,40832.00,118528.00
"24661589",412.00,0.00,134827.00
"24661590",475.00,0.00,207360.00
"24661591",564.00,40320.00,76416.00
"24661592",543.00,51328.00,144725.00
"24661593",368.00,26688.00,66816.00
"24661594",593.00,32544.00,66304.00
"24661595",510.00,24576.00,132096.00
"24661597",497.00,0.00,204288.00
"24661598",459.00,43264.00,132352.00
"24661599",507.00,63488.00,143701.00
"24661600",489.00,0.00,188160.00
"24661601",814.00,22848.00,56256.00
"24661602",569.00,30336.00,76544.00
"24661603",522.00,25920.00,69760.00
"24661606",484.00,31808.00,52736.00
"24661609",1077.00,34048.00,54195.00
"24661611",458.00,22496.00,58624.00
"24661614",834.00,19520.00,43435.00
"24661615",761.00,18368.00,44288.00
